Unnamed: 0.1,Function,cyclomatic_complexity,javadoc_length,tokens,LOC,Unnamed: 0,doc_bin,loc_bin,group,class_name,SPF_Results,SPF_Time
700,"public class BITCOUNT {
/**
     * Returns the number of one-bits in the two's complement binary
     * representation of the specified {@code long} value.  This function is
     * sometimes referred to as the <i>population count</i>.
     *
     * @param i the value whose bits are to be counted
     * @return the number of one-bits in the two's complement binary
     *     representation of the specified {@code long} value.
     * @since 1.5
     */
     public static int bitCount(long i) {
        // HD, Figure 5-14
        i = i - ((i >>> 1) & 0x5555555555555555L);
        i = (i & 0x3333333333333333L) + ((i >>> 2) & 0x3333333333333333L);
        i = (i + (i >>> 4)) & 0x0f0f0f0f0f0f0f0fL;
        i = i + (i >>> 8);
        i = i + (i >>> 16);
        i = i + (i >>> 32);
        return (int)i & 0x7f;
     }
}",1.0,4,34,7,564.0,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),BITCOUNT,No path condition,1.4939210414886477
559,"public class CALCULATEUNPINNEDSTEPSIZE {
/**
     * If setting is less then 100kBytes take 1 kByte steps.
     * If setting is less then 500kBytes take 5 kByte steps.
     * if setting is larger take 10 kBytes steps.
     * @param currLimitMax - current limit setting.
     * @return - set size for next change.
     */
    public int calculateUnpinnedStepSize(int currLimitMax){
        if(currLimitMax<102400){
            return 1024;
        }else if(currLimitMax<409600){
            return 1024*5;
        }else if(currLimitMax>=409600){
            return 1024*10;
        }
        return 1024;
    }
}",4.0,3,28,7,423.0,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),CALCULATEUNPINNEDSTEPSIZE,"Inputs: currLimitMax_1_SYMINT

(0)  --> Return Value: 1024
(102400)  --> Return Value: 5120
(409600)  --> Return Value: 10240
",1.5551095008850098
148,"public class DECODEHEXDIGIT {
/**
     * Convert a character that represents a hexidecimal digit into an integer.
     * If the character is not a hexidecimal digit, then -1 is returned.
     * Both upper case and lower case hex digits are allowed.
     * @param c the hexidecimal digit.
     * @return the integer value of the hexidecimal digit.
     */

    public int decodeHexDigit(char c) {
        if (c >= '0' && c <= '9') {
            return c - '0';
        }
        else if (c >= 'A' && c <= 'F') {
            return c - 'A' + 10;
        }
        else if (c >= 'a' && c <= 'f') {
            return c - 'a' + 10;
        }
        else {
            return -1;
        }
    }
}",7.0,3,33,8,12.0,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),DECODEHEXDIGIT,"Inputs: c_1_SYMINT

(0)  --> Return Value: -1
(48)  --> Return Value: 0
(58)  --> Return Value: -1
(65)  --> Return Value: 10
(71)  --> Return Value: -1
(97)  --> Return Value: 10
(103)  --> Return Value: -1
",1.419900894165039
37,"public class COMPARE {
/**
     * Compares to {@code long} values numerically. This is the same functionality as provided in Java 7.
     *
     * @param x the first {@code long} to compare
     * @param y the second {@code long} to compare
     * @return the value {@code 0} if {@code x == y};
     *         a value less than {@code 0} if {@code x < y}; and
     *         a value greater than {@code 0} if {@code x > y}
     * @since 3.4
     */
    public static int compare(final long x, final long y) {
        if (x == y) {
            return 0;
        }
        return x < y ? -1 : 1;
    }
}",2.0,3,39,3,,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),COMPARE,"Inputs: x_1_SYMINT,y_2_SYMINT

(-1l,0l)  --> Return Value: 0
(0l,0l)  --> Return Value: 0
(0l,-1l)  --> Return Value: 0
",1.5611417293548584
647,"public class TOCODEPOINT {
/**
     * Return the unicode code point represented by the char.
     * A bit of a dummy method, since all it does is return the char,
     * but as an int value.
     * <p>
     * This is not a public API.
     * @param ch the char.
     * @xsl.usage internal
     */
    static int toCodePoint(char ch) {
        int codePoint = ch;
        return codePoint;
    }
}",1.0,5,35,2,511.0,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),TOCODEPOINT,No path condition,1.3937747478485107
95,"public class MURMUR3 {
/**
     * Perform the finalising 32-bit mix function of Austin Appleby's MurmurHash3.
     *
     * <p>This function can be used to mix the bits of a {@code int} value to
     * obtain a better distribution and avoid collisions between similar values.
     *
     * @param x the input value
     * @return the output value
     * @see <a href=""https://github.com/aappleby/smhasher"">SMHasher</a>
     */
    public static int murmur3(int x) {
        x = (x ^ (x >>> 16)) * 0x85ebca6b;
        x = (x ^ (x >>> 13)) * 0xc2b2ae35;
        return x ^ (x >>> 16);
    }
}",1.0,3,35,3,,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),MURMUR3,No path condition,1.256955623626709
11,"public class ADD {
/**
     * Returns the int result of adding an int and a long, and throws an exception if the result overflows an int.
     *
     * @param x the first value, an int.
     * @param y the second value, a long,
     * @return the addition of both values.
     * @throws IllegalArgumentException when y or the result overflows an int
     */
    public static int add(final int x, final long y) {
        try {
            return Math.addExact(x, Math.toIntExact(y));
        } catch (final ArithmeticException exp) {
            throw new IllegalArgumentException(""Argument too large or result overflows"", exp);
        }
    }
}",2.0,1,21,4,,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),ADD,No path condition,1.2697067260742188
312,"public class ISFILENAMECHARACTER {
/**
     * Returns whether we may want to use this character as part of a file name.
     *
     * This basically only accepts ascii letters and numbers, and rejects everything else.
     */
    public static boolean isFileNameCharacter(int codePoint) {
        if (codePoint >= 0x30 && codePoint <= 0x39) return true; // Digit
        if (codePoint >= 0x41 && codePoint <= 0x5A) return true; // Uppercase
        if (codePoint >= 0x61 && codePoint <= 0x7A) return true; // Lowercase
        return codePoint == '_'; // Underscore
    }
}",7.0,2,27,4,176.0,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),ISFILENAMECHARACTER,"Inputs: codePoint_1_SYMINT

(0)  --> Return Value: 0
(48)  --> Return Value: 1
(58)  --> Return Value: 0
(65)  --> Return Value: 1
(97)  --> Return Value: 1
(123)  --> Return Value: 0
(95)  --> Return Value: 1
(91)  --> Return Value: 0
",1.4009459018707275
614,"public class YTOTILEY {
/**
  * Converts a pixel's Y coordinate into a vertical tile index
  * relative to a given tile grid layout specified by its Y offset
  * and tile height.
  */
 public static int YToTileY(int y, int tileGridYOffset, int tileHeight) {
     y -= tileGridYOffset;
     if (y < 0) {
         y += 1 - tileHeight; // Force round to -infinity
     }
     return y/tileHeight;
 }
}",2.0,3,25,4,478.0,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),YTOTILEY,"Inputs: y_1_SYMINT,tileGridYOffset_2_SYMINT,tileHeight_3_SYMINT

(-1,0,-1)  --> Return Value: -1
demo.Distance.distance(0,1,0)  --> ""java.lang.ArithmeticException: div by 0...""
(0,0,-1)  --> Return Value: 0
demo.Distance.distance(0,0,0)  --> ""java.lang.ArithmeticException: div by 0...""
",1.5904545783996582
188,"public class ISORIGSIGNED {
/**
     * Returns true if the data read was originally signed in the specified
     * component, false if not. This method returns always false since PGM
     * data is always unsigned.
     *
     * @param c The index of the component, from 0 to N-1.
     *
     * @return always false, since PGM data is always unsigned.
     * */
    public boolean isOrigSigned(int c) {
        // Check component index
        if (c != 0)
            throw new IllegalArgumentException();
        return false;
    }
}",2.0,3,27,2,52.0,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),ISORIGSIGNED,"Inputs: c_1_SYMINT

demo.Distance.distance(-1)  --> ""java.lang.IllegalArgumentException...""
(0)  --> Return Value: 0
",1.56510591506958
107,"public class MIXINT {
/**
     * Perform the 32-bit mixing step from the SplittableRandom algorithm. Note this is
     * the 32 high bits of Stafford variant 4 mix64 function as int.
     *
     * @param z the input value
     * @return the output value
     * @see <a
     * href=""http://zimbry.blogspot.com/2011/09/better-bit-mixing-improving-on.html"">Better
     * Bit Mixing</a>
     */
    public static int mixInt(long z) {
        z = (z ^ (z >>> 33)) * 0x62a9d9ed799705f5L;
        return (int) (((z ^ (z >>> 28)) * 0xcb24d0a5c88c35b3L) >>> 32);
    }
}",1.0,4,27,2,,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),MIXINT,No path condition,1.2910988330841064
732,"public class CONVERTFROMDPHI {
/**
     * Convert a value from dphi to some other units. The result is rounded to
     * the nearest integer.
     *
     * @param  dphi
     *     Value (dphi) to convert.
     * @param  units
     *     Unit conversion factor, e.g. {@link #DPI <CODE>DPI</CODE>} or
     * {@link     #DPCM <CODE>DPCM</CODE>}.
     *
     * @return  The value of <CODE>dphi</CODE> converted to the desired units.
     *
     * @exception  IllegalArgumentException
     *     (unchecked exception) Thrown if <CODE>units</CODE> < 1.
     */
    public static int convertFromDphi(int dphi, int units) {
        if (units < 1) {
            throw new IllegalArgumentException("": units is < 1"");
        }
        int round = units / 2;
        return (dphi + round) / units;
    }
}",2.0,6,39,4,596.0,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),CONVERTFROMDPHI,"Inputs: dphi_1_SYMINT,units_2_SYMINT

demo.Distance.distance(-9223372036854775808(don't care),0)  --> ""java.lang.IllegalArgumentException: : units is < 1...""
(-9223372036854775808(don't care),1)  --> Return Value: -9223372036854775808
",1.5664551258087158
685,"public class ISTILEWRITABLE {
/**
     * Returns whether or not a tile is currently checked out for writing.
     * @param tileX the x index of the tile.
     * @param tileY the y index of the tile.
     * @return <code>true</code> if the tile specified by the specified
     *          indices is checked out for writing; <code>false</code>
     *          otherwise.
     * @exception ArrayIndexOutOfBoundsException if both
     *          <code>tileX</code> and <code>tileY</code> are not equal
     *          to 0
     */
    public boolean isTileWritable (int tileX, int tileY) {
        if (tileX == 0 && tileY == 0) {
            return true;
        }
        throw new IllegalArgumentException(""Only 1 tile in image"");
    }
}",3.0,5,28,3,549.0,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),ISTILEWRITABLE,"Inputs: tileX_1_SYMINT,tileY_2_SYMINT

demo.Distance.distance(-1,-9223372036854775808(don't care))  --> ""java.lang.IllegalArgumentException: Only 1 tile in image...""
(0,0)  --> Return Value: 1
demo.Distance.distance(0,-1)  --> ""java.lang.IllegalArgumentException: Only 1 tile in image...""
",1.3968472480773926
74,"public class GCDINTADAPTEDFORLONG {
/**
     * This is a copy of the GCD method for ints but adapted for longs.
     *
     * @param p a long.
     * @param q a long.
     * @return the GCD of p and q.
     */
    public static long gcdIntAdaptedForLong(long p, long q) {
        // Perform the gcd algorithm on negative numbers, so that -2^31 does not
        // need to be handled separately
        long a = p > 0 ? -p : p;
        long b = q > 0 ? -q : q;

        long negatedGcd;
        if (a == 0) {
            negatedGcd = b;
        } else if (b == 0) {
            negatedGcd = a;
        } else {
            // Make ""a"" and ""b"" odd, keeping track of common power of 2.
            final int aTwos = Long.numberOfTrailingZeros(a);
            final int bTwos = Long.numberOfTrailingZeros(b);
            a >>= aTwos;
            b >>= bTwos;
            final int shift = Math.min(aTwos, bTwos);

            // ""a"" and ""b"" are negative and odd.
            // If a < b then ""gdc(a, b)"" is equal to ""gcd(a - b, b)"".
            // If a > b then ""gcd(a, b)"" is equal to ""gcd(b - a, a)"".
            // Hence, in the successive iterations:
            //  ""a"" becomes the negative absolute difference of the current values,
            //  ""b"" becomes that value of the two that is closer to zero.
            while (a != b) {
                final long delta = a - b;
                b = Math.max(a, b);
                a = delta > 0 ? -delta : delta;

                // Remove any power of 2 in ""a"" (""b"" is guaranteed to be odd).
                a >>= Long.numberOfTrailingZeros(a);
            }

            // Recover the common power of 2.
            negatedGcd = a << shift;
        }
        if (negatedGcd == Long.MIN_VALUE) {
            throw new ArithmeticException();
        }

        return -negatedGcd;
    }
}",5.0,1,14,22,,Medium (11-20),Long (21+),Medium (11-20) | Long (21+),GCDINTADAPTEDFORLONG,"Inputs: p_1_SYMINT,q_2_SYMINT

(-1l,-9223372036854775808l)  --> Return Value: -9223372036854775808
(-1l,1l)  --> Return Value: -1
(0l,-9223372036854775808l)  --> Return Value: -9223372036854775808
(0l,1l)  --> Return Value: -1
(1l,-9223372036854775808l)  --> Return Value: -9223372036854775808
(1l,1l)  --> Return Value: -1
",1.6068460941314695
