Unnamed: 0.1,Function,cyclomatic_complexity,javadoc_length,tokens,LOC,Unnamed: 0,doc_bin,loc_bin,group,class_name,valid_jqf,failure_jqf,JQF_Time_valid,JQF_Time_failure
327,"public class COLORCOMPONENTABSOLUTE {
/**
     * Defines a simple function for a color.
     * 
     * @param value
     * @param bLeft under this value, the color is 0
     * @param bRight up to this value, the color is 0
     * @param tLeft from this value until @link tRight, the color is 1
     * @param tRight from @link tLeft until this value, the color is 1
     * 
     * Between bLeft and tLeft, as well as tRight and bRight, the output value is a linear
     * interpolation between 0 and 1.
     * 
     * <code>
     *                      tLeft       tRight
     *                        /-----------\
     *                       /             \ 
     *                      /               \
     *              -------|-----------------|--------
     *                    bLeft            bRight  
     * </code>
     * 
     * @return color influence.
     */
    public float colorComponentAbsolute( float value, float bLeft, float bRight, float tLeft, float tRight ){
        float output = 0;
        // a gauche ou a droite du creneau
        if( (value < bLeft) || (value >= bRight) ){
            output = 0;
        }
        // sur le plateau haut
        else if( (value >= tLeft) && (value < tRight) ){
            output = 1;
        }
        // sur la pente gauche du creneau
        else if( (value >= bLeft) && (value < tLeft) ){
            output = (value-bLeft)/(tLeft-bLeft);
        }
        // sur la pente droite du creneau
        else if( (value >= tRight) && (value < bRight) ){
            output = (value-bRight)/(tRight-bRight);
        }
        return output;
    }
}",9.0,11,40,11,191.0,Long (21-40),Medium (11-20),Long (21-40) | Medium (11-20),COLORCOMPONENTABSOLUTE,"['[0.20089126, 0.90057516, 0.59151983, 0.7951877, 0.8842941]', '[0.99776626, 0.9203707, 0.03422326, 0.4619273, 0.54925454]', '[0.70955825, 0.1795479, 0.7939759, 0.81796944, 0.15713495]', '[0.56856704, 0.26478767, 0.90637493, 0.22982937, 0.5563394]', '[0.20089126, 0.16137838, 0.44442046, 0.044730008, 0.72527075]']",[],"[0.2850000858306885, 0.33299994468688965, 0.38000011444091797, 0.44899988174438477, 0.48000001907348633]",[]
428,"public class TOJAVASECS {
/**
     * Converts the given postgresql seconds to java seconds.
     * Reverse engineered by inserting varying dates to postgresql
     * and tuning the formula until the java dates matched.
     * See {@link #toPgSecs} for the reverse operation.
     * 
     * @param secs Postgresql seconds.
     * @return Java seconds.
     */
    public static long toJavaSecs(long secs) {
        // postgres epoc to java epoc
        secs += 946684800L;

        // Julian/Gregorian calendar cutoff point
        if (secs < -12219292800L) { // October 4, 1582 -> October 15, 1582
            secs += 86400 * 10;
            if (secs < -14825808000L) { // 1500-02-28 -> 1500-03-01
                int extraLeaps = (int) ((secs + 14825808000L) / 3155760000L);
                extraLeaps--;
                extraLeaps -= extraLeaps / 4;
                secs += extraLeaps * 86400L;
            }
        }
        return secs;
    }
}",3.0,4,32,9,292.0,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),TOJAVASECS,"['[-8498624097974006656]', '[9095902087563549767]']",[],"[0.6600000858306885, 0.7030000686645508]",[]
256,"public class GETWRAPPEDVALUE {
/**
     * Utility method that ensures the given value lies within the field's
     * legal value range.
     * 
     * @param value  the value to fit into the wrapped value range
     * @param minValue the wrap range minimum value.
     * @param maxValue the wrap range maximum value.  This must be
     *  greater than minValue (checked by the method).
     * @return the wrapped value
     * @throws IllegalArgumentException if minValue is greater
     *  than or equal to maxValue
     */
    public static int getWrappedValue(int value, int minValue, int maxValue) {
        if (minValue >= maxValue) {
            throw new IllegalArgumentException(""MIN > MAX"");
        }

        int wrapRange = maxValue - minValue + 1;
        value -= minValue;

        if (value >= 0) {
            return (value % wrapRange) + minValue;
        }

        int remByRange = (-value) % wrapRange;

        if (remByRange == 0) {
            return 0 + minValue;
        }
        return (wrapRange - remByRange) + minValue;
    }
}",4.0,4,26,10,120.0,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),GETWRAPPEDVALUE,"['[-2065498714, -1813365723, 1770363932]', '[793670974, -1169221634, -1033980052]']","['[-2128374390, -1431612476, -2014798928]']","[0.5069999694824219, 0.5510001182556152]",[0.4779999256134033]
189,"public class LOG2 {
/**
     * Method that calculates the floor of the log, base 2,
     * of 'x'. The calculation is performed in integer arithmetic,
     * therefore, it is exact.
     *
     * @param x The value to calculate log2 on.
     *
     * @return floor(log(x)/log(2)), calculated in an exact way.
     * */
    public static int log2(int x) {
        int y,v;
        // No log of 0 or negative
        if (x <= 0) {
            throw new IllegalArgumentException(""""+x+"" <= 0"");
        }
        // Calculate log2 (it's actually floor log2)
        v = x;
        y = -1;
        while (v>0) {
            v >>=1;
            y++;
        }
        return y;
    }
}",3.0,3,23,9,53.0,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),LOG2,"['[1154191588]', '[228]', '[65]']",['[-333429071]'],"[0.806999921798706, 1.1449999809265137, 18.36400008201599]",[0.8519999980926514]
429,"public class TOPGSECS {
/**
     * Converts the given java seconds to postgresql seconds.
     * See {@link #toJavaSecs} for the reverse operation.
     * The conversion is valid for any year 100 BC onwards.
     * 
     * @param secs Postgresql seconds.
     * @return Java seconds.
     */
     public static long toPgSecs(long secs) {
        // java epoc to postgres epoc
        secs -= 946684800L;

        // Julian/Greagorian calendar cutoff point
        if (secs < -13165977600L) { // October 15, 1582 -> October 4, 1582
            secs -= 86400 * 10;
            if (secs < -15773356800L) { // 1500-03-01 -> 1500-02-28
                int years = (int) ((secs + 15773356800L) / -3155823050L);
                years++;
                years -= years/4;
                secs += years * 86400;
            }
        }
        
        return secs;
    }
}",3.0,3,25,9,293.0,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),TOPGSECS,"['[6531203690080990914]', '[-3845089849785029059]']",[],"[0.7769999504089355, 0.8239998817443848]",[]
92,"public class POWM1 {
/**
     * Returns {@code pow(x, y) - 1}. This function is accurate when {@code x -> 1} or {@code y} is
     * small.
     *
     * <p>Adapted from {@code boost/math/special_functions/powm1.hpp}. Explicit handling of
     * edges cases (overflow, domain error) using the policy has been removed.
     *
     * @param x the x
     * @param y the y
     * @return {@code pow(x, y) - 1}
     */
    static double powm1(double x, double y) {
        if (x > 0) {
            // Check for small y or x close to 1.
            // Require term < 0.5
            // => log(x) * y < 0.5
            // Assume log(x) ~ (x - 1) [true when x is close to 1]
            // => |(x-1) * y| < 0.5

            if (Math.abs(y * (x - 1)) < 0.5 || Math.abs(y) < 0.2) {
                // We don't have any good/quick approximation for log(x) * y
                // so just try it and see:
                final double l = y * Math.log(x);
                if (l < 0.5) {
                    return Math.expm1(l);
                }
                // fall through....
            }
        } else if (x < 0 &&
                   // y had better be an integer:
                   // x is negative.
                   // pow(x, y) only allowed if y is an integer.
                   // if y is even then we can invert non-zero finite x.
                   Math.rint(y * 0.5) == y * 0.5) {
            return powm1(-x, y);
        }
        return Math.pow(x, y) - 1;
    }
}",7.0,4,38,10,,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),POWM1,"['[0.36089728471436777, 0.3852257923043112]', '[0.02578454802922614, 0.7638961527248205]', '[0.0, 0.0]']",[],"[0.24099993705749512, 0.2950000762939453, 0.3510000705718994]",[]
701,"public class REVERSE {
/**
     * Returns the value obtained by reversing the order of the bits in the
     * two's complement binary representation of the specified {@code long}
     * value.
     *
     * @param i the value to be reversed
     * @return the value obtained by reversing order of the bits in the
     *     specified {@code long} value.
     * @since 1.5
     */
    public static long reverse(long i) {
        // HD, Figure 7-1
        i = (i & 0x5555555555555555L) << 1 | (i >>> 1) & 0x5555555555555555L;
        i = (i & 0x3333333333333333L) << 2 | (i >>> 2) & 0x3333333333333333L;
        i = (i & 0x0f0f0f0f0f0f0f0fL) << 4 | (i >>> 4) & 0x0f0f0f0f0f0f0f0fL;
        i = (i & 0x00ff00ff00ff00ffL) << 8 | (i >>> 8) & 0x00ff00ff00ff00ffL;
        i = (i << 48) | ((i & 0xffff0000L) << 16) |
            ((i >>> 16) & 0xffff0000L) | (i >>> 48);
        return i;
    }
}",1.0,4,27,6,565.0,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),REVERSE,['[1602526665534058741]'],[],[0.16000008583068848],[]
340,"public class NEXTHIGHESTPOWEROFTWO {
/** returns the next highest power of two, or the current value if it's already a power of two or zero*/
  public static int nextHighestPowerOfTwo(int v) {
    v--;
    v |= v >> 1;
    v |= v >> 2;
    v |= v >> 4;
    v |= v >> 8;
    v |= v >> 16;
    v++;
    return v;
  }
}",1.0,1,21,8,204.0,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),NEXTHIGHESTPOWEROFTWO,['[-73827611]'],[],[0.125],[]
700,"public class BITCOUNT {
/**
     * Returns the number of one-bits in the two's complement binary
     * representation of the specified {@code long} value.  This function is
     * sometimes referred to as the <i>population count</i>.
     *
     * @param i the value whose bits are to be counted
     * @return the number of one-bits in the two's complement binary
     *     representation of the specified {@code long} value.
     * @since 1.5
     */
     public static int bitCount(long i) {
        // HD, Figure 5-14
        i = i - ((i >>> 1) & 0x5555555555555555L);
        i = (i & 0x3333333333333333L) + ((i >>> 2) & 0x3333333333333333L);
        i = (i + (i >>> 4)) & 0x0f0f0f0f0f0f0f0fL;
        i = i + (i >>> 8);
        i = i + (i >>> 16);
        i = i + (i >>> 32);
        return (int)i & 0x7f;
     }
}",1.0,4,34,7,564.0,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),BITCOUNT,['[6213434489718269007]'],[],[0.9440000057220459],[]
559,"public class CALCULATEUNPINNEDSTEPSIZE {
/**
     * If setting is less then 100kBytes take 1 kByte steps.
     * If setting is less then 500kBytes take 5 kByte steps.
     * if setting is larger take 10 kBytes steps.
     * @param currLimitMax - current limit setting.
     * @return - set size for next change.
     */
    public int calculateUnpinnedStepSize(int currLimitMax){
        if(currLimitMax<102400){
            return 1024;
        }else if(currLimitMax<409600){
            return 1024*5;
        }else if(currLimitMax>=409600){
            return 1024*10;
        }
        return 1024;
    }
}",4.0,3,28,7,423.0,Long (21-40),Short (6-10),Long (21-40) | Short (6-10),CALCULATEUNPINNEDSTEPSIZE,"['[-1708994244]', '[90599560]', '[302921]']",[],"[0.6050000190734863, 0.6480000019073486, 1.8320000171661377]",[]
37,"public class COMPARE {
/**
     * Compares to {@code long} values numerically. This is the same functionality as provided in Java 7.
     *
     * @param x the first {@code long} to compare
     * @param y the second {@code long} to compare
     * @return the value {@code 0} if {@code x == y};
     *         a value less than {@code 0} if {@code x < y}; and
     *         a value greater than {@code 0} if {@code x > y}
     * @since 3.4
     */
    public static int compare(final long x, final long y) {
        if (x == y) {
            return 0;
        }
        return x < y ? -1 : 1;
    }
}",2.0,3,39,3,,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),COMPARE,"['[0.8580642145852232, 0.2929983634658988]', '[0.0, 0.0]', '[0.05437772982182898, 0.5482594843991112]']",[],"[0.3840000629425049, 0.42600011825561523, 0.4330000877380371]",[]
95,"public class MURMUR3 {
/**
     * Perform the finalising 32-bit mix function of Austin Appleby's MurmurHash3.
     *
     * <p>This function can be used to mix the bits of a {@code int} value to
     * obtain a better distribution and avoid collisions between similar values.
     *
     * @param x the input value
     * @return the output value
     * @see <a href=""https://github.com/aappleby/smhasher"">SMHasher</a>
     */
    public static int murmur3(int x) {
        x = (x ^ (x >>> 16)) * 0x85ebca6b;
        x = (x ^ (x >>> 13)) * 0xc2b2ae35;
        return x ^ (x >>> 16);
    }
}",1.0,3,35,3,,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),MURMUR3,['[-517815946]'],[],[0.9100000858306885],[]
11,"public class ADD {
/**
     * Returns the int result of adding an int and a long, and throws an exception if the result overflows an int.
     *
     * @param x the first value, an int.
     * @param y the second value, a long,
     * @return the addition of both values.
     * @throws IllegalArgumentException when y or the result overflows an int
     */
    public static int add(final int x, final long y) {
        try {
            return Math.addExact(x, Math.toIntExact(y));
        } catch (final ArithmeticException exp) {
            throw new IllegalArgumentException(""Argument too large or result overflows"", exp);
        }
    }
}",2.0,1,21,4,,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),ADD,[],"['[1841486575, 496608838779437329]']",[],[0.9460000991821289]
312,"public class ISFILENAMECHARACTER {
/**
     * Returns whether we may want to use this character as part of a file name.
     *
     * This basically only accepts ascii letters and numbers, and rejects everything else.
     */
    public static boolean isFileNameCharacter(int codePoint) {
        if (codePoint >= 0x30 && codePoint <= 0x39) return true; // Digit
        if (codePoint >= 0x41 && codePoint <= 0x5A) return true; // Uppercase
        if (codePoint >= 0x61 && codePoint <= 0x7A) return true; // Lowercase
        return codePoint == '_'; // Underscore
    }
}",7.0,2,27,4,176.0,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),ISFILENAMECHARACTER,"['[1955009342]', '[0]', '[67]', '[51]', '[116]']",[],"[0.937999963760376, 0.9719998836517334, 3.305999994277954, 3.753000020980835, 5.242000102996826]",[]
614,"public class YTOTILEY {
/**
  * Converts a pixel's Y coordinate into a vertical tile index
  * relative to a given tile grid layout specified by its Y offset
  * and tile height.
  */
 public static int YToTileY(int y, int tileGridYOffset, int tileHeight) {
     y -= tileGridYOffset;
     if (y < 0) {
         y += 1 - tileHeight; // Force round to -infinity
     }
     return y/tileHeight;
 }
}",2.0,3,25,4,478.0,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),YTOTILEY,"['[-360616566, -517229063, 1901538624]', '[936806063, 2125317809, -588756526]']","['[0, 0, 0]', '[936806063, 177, 0]']","[0.3410000801086426, 0.3919999599456787]","[0.3900001049041748, 7.364000082015991]"
188,"public class ISORIGSIGNED {
/**
     * Returns true if the data read was originally signed in the specified
     * component, false if not. This method returns always false since PGM
     * data is always unsigned.
     *
     * @param c The index of the component, from 0 to N-1.
     *
     * @return always false, since PGM data is always unsigned.
     * */
    public boolean isOrigSigned(int c) {
        // Check component index
        if (c != 0)
            throw new IllegalArgumentException();
        return false;
    }
}",2.0,3,27,2,52.0,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),ISORIGSIGNED,[],['[1323086255]'],[],[0.01699995994567871]
107,"public class MIXINT {
/**
     * Perform the 32-bit mixing step from the SplittableRandom algorithm. Note this is
     * the 32 high bits of Stafford variant 4 mix64 function as int.
     *
     * @param z the input value
     * @return the output value
     * @see <a
     * href=""http://zimbry.blogspot.com/2011/09/better-bit-mixing-improving-on.html"">Better
     * Bit Mixing</a>
     */
    public static int mixInt(long z) {
        z = (z ^ (z >>> 33)) * 0x62a9d9ed799705f5L;
        return (int) (((z ^ (z >>> 28)) * 0xcb24d0a5c88c35b3L) >>> 32);
    }
}",1.0,4,27,2,,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),MIXINT,['[-4219554312961655425]'],[],[0.016000032424926758],[]
732,"public class CONVERTFROMDPHI {
/**
     * Convert a value from dphi to some other units. The result is rounded to
     * the nearest integer.
     *
     * @param  dphi
     *     Value (dphi) to convert.
     * @param  units
     *     Unit conversion factor, e.g. {@link #DPI <CODE>DPI</CODE>} or
     * {@link     #DPCM <CODE>DPCM</CODE>}.
     *
     * @return  The value of <CODE>dphi</CODE> converted to the desired units.
     *
     * @exception  IllegalArgumentException
     *     (unchecked exception) Thrown if <CODE>units</CODE> < 1.
     */
    public static int convertFromDphi(int dphi, int units) {
        if (units < 1) {
            throw new IllegalArgumentException("": units is < 1"");
        }
        int round = units / 2;
        return (dphi + round) / units;
    }
}",2.0,6,39,4,596.0,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),CONVERTFROMDPHI,"['[-1244604939, 129916587]']","['[-789794568, -1166560255]']",[0.33500003814697266],[0.2929999828338623]
685,"public class ISTILEWRITABLE {
/**
     * Returns whether or not a tile is currently checked out for writing.
     * @param tileX the x index of the tile.
     * @param tileY the y index of the tile.
     * @return <code>true</code> if the tile specified by the specified
     *          indices is checked out for writing; <code>false</code>
     *          otherwise.
     * @exception ArrayIndexOutOfBoundsException if both
     *          <code>tileX</code> and <code>tileY</code> are not equal
     *          to 0
     */
    public boolean isTileWritable (int tileX, int tileY) {
        if (tileX == 0 && tileY == 0) {
            return true;
        }
        throw new IllegalArgumentException(""Only 1 tile in image"");
    }
}",3.0,5,28,3,549.0,Long (21-40),Very Short (2-5),Long (21-40) | Very Short (2-5),ISTILEWRITABLE,[],"['[1192154769, 1338187460]']",[],[0.006000041961669922]
74,"public class GCDINTADAPTEDFORLONG {
/**
     * This is a copy of the GCD method for ints but adapted for longs.
     *
     * @param p a long.
     * @param q a long.
     * @return the GCD of p and q.
     */
    public static long gcdIntAdaptedForLong(long p, long q) {
        // Perform the gcd algorithm on negative numbers, so that -2^31 does not
        // need to be handled separately
        long a = p > 0 ? -p : p;
        long b = q > 0 ? -q : q;

        long negatedGcd;
        if (a == 0) {
            negatedGcd = b;
        } else if (b == 0) {
            negatedGcd = a;
        } else {
            // Make ""a"" and ""b"" odd, keeping track of common power of 2.
            final int aTwos = Long.numberOfTrailingZeros(a);
            final int bTwos = Long.numberOfTrailingZeros(b);
            a >>= aTwos;
            b >>= bTwos;
            final int shift = Math.min(aTwos, bTwos);

            // ""a"" and ""b"" are negative and odd.
            // If a < b then ""gdc(a, b)"" is equal to ""gcd(a - b, b)"".
            // If a > b then ""gcd(a, b)"" is equal to ""gcd(b - a, a)"".
            // Hence, in the successive iterations:
            //  ""a"" becomes the negative absolute difference of the current values,
            //  ""b"" becomes that value of the two that is closer to zero.
            while (a != b) {
                final long delta = a - b;
                b = Math.max(a, b);
                a = delta > 0 ? -delta : delta;

                // Remove any power of 2 in ""a"" (""b"" is guaranteed to be odd).
                a >>= Long.numberOfTrailingZeros(a);
            }

            // Recover the common power of 2.
            negatedGcd = a << shift;
        }
        if (negatedGcd == Long.MIN_VALUE) {
            throw new ArithmeticException();
        }

        return -negatedGcd;
    }
}",5.0,1,14,22,,Medium (11-20),Long (21+),Medium (11-20) | Long (21+),GCDINTADAPTEDFORLONG,"['[7326185405234387062, 1151272419884876457]', '[-744265127202634056, -6921442203833702861]', '[0, 1151272235201282729]', '[2179245130653748066, -7703954209093483996]', '[48132221017522176, 0]', '[7326185403405670518, -1979711488]', '[890886946934, 184699387904]', '[8887298399307718868, -4438769316490762211]', '[236184546574336, 17065]', '[889058230272, 1151232654746583040]', '[184, -1426063360]', '[889058230272, -6989586621679009792]', '[318767104, 1151272235201330679]', '[-100532224, 8096373869733471940]', '[48132221017522176, -1056964608]', '[48132221017522176, -318767104]']",[],"[0.7739999294281006, 0.8440001010894775, 0.872999906539917, 0.9149999618530273, 0.9619998931884766, 1.0099999904632568, 1.378999948501587, 1.6559998989105225, 1.7160000801086426, 2.056999921798706, 3.0339999198913574, 3.0980000495910645, 3.505000114440918, 3.559999942779541, 4.003000020980835, 4.128999948501587]",[]
453,"public class PARSENIBBLE {
/**
     * Converts a hex character into the corresponding nibble value.
     * 
     * @return the nibble value.
     * @throws NumberFormatException
     *             if <code>c</code> is not a valid hex character.
     */
    public long parseNibble(char c)
    {
        switch (c)
        {
            case '0' :
                return 0;
            case '1' :
                return 1;
            case '2' :
                return 2;
            case '3' :
                return 3;
            case '4' :
                return 4;
            case '5' :
                return 5;
            case '6' :
                return 6;
            case '7' :
                return 7;
            case '8' :
                return 8;
            case '9' :
                return 9;
            case 'a' :
            case 'A' :
                return 10;
            case 'b' :
            case 'B' :
                return 11;
            case 'c' :
            case 'C' :
                return 12;
            case 'd' :
            case 'D' :
                return 13;
            case 'e' :
            case 'E' :
                return 14;
            case 'f' :
            case 'F' :
                return 15;
            default :
                throw new NumberFormatException();
        }
    }
}",2.0,2,17,41,317.0,Medium (11-20),Long (21+),Medium (11-20) | Long (21+),PARSENIBBLE,"['[a]', '[0]', '[1]', '[2]', '[3]', '[6]', '[4]', '[5]']",['[?]'],"[0.26200008392333984, 6.805999994277954, 9.828999996185303, 15.471999883651733, 15.588000059127808, 20.502000093460083, 22.596999883651733, 23.79800009727478]",[0.10100007057189941]
546,"public class GETDATAMASKBIT {
/**
   * Return the mask bit for ""getMaskPattern"" at ""x"" and ""y"". See 8.8 of JISX0510:2004 for mask
   * pattern conditions.
   */
  static boolean getDataMaskBit(int maskPattern, int x, int y) {
    int intermediate;
    int temp;
    switch (maskPattern) {
      case 0:
        intermediate = (y + x) & 0x1;
        break;
      case 1:
        intermediate = y & 0x1;
        break;
      case 2:
        intermediate = x % 3;
        break;
      case 3:
        intermediate = (y + x) % 3;
        break;
      case 4:
        intermediate = ((y >>> 1) + (x / 3)) & 0x1;
        break;
      case 5:
        temp = y * x;
        intermediate = (temp & 0x1) + (temp % 3);
        break;
      case 6:
        temp = y * x;
        intermediate = ((temp & 0x1) + (temp % 3)) & 0x1;
        break;
      case 7:
        temp = y * x;
        intermediate = ((temp % 3) + ((y + x) & 0x1)) & 0x1;
        break;
      default:
        throw new IllegalArgumentException(""Invalid mask pattern: "" + maskPattern);
    }
    return intermediate == 0;
  }
}",2.0,2,18,33,410.0,Medium (11-20),Long (21+),Medium (11-20) | Long (21+),GETDATAMASKBIT,[],"['[-198779977, -1134732029, -544028255]']",[],[0.13700008392333984]
75,"public class OLDGCDLONG {
/**
     * This is a copy of the original method in {@code o.a.c.numbers.core.ArithmeticUtils} v1.0.
     *
     * @param p a long.
     * @param q a long.
     * @return the GCD of p and q.
     */
    public static long oldGcdLong(final long p, final long q) {
        long u = p;
        long v = q;
        if (u == 0 || v == 0) {
            if (u == Long.MIN_VALUE || v == Long.MIN_VALUE) {
                throw new ArithmeticException();
            }
            return Math.abs(u) + Math.abs(v);
        }
        // keep u and v negative, as negative integers range down to
        // -2^63, while positive numbers can only be as large as 2^63-1
        // (i.e. we can't necessarily negate a negative number without
        // overflow)
        /* assert u!=0 && v!=0; */
        if (u > 0) {
            u = -u;
        } // make u negative
        if (v > 0) {
            v = -v;
        } // make v negative
        // B1. [Find power of 2]
        int k = 0;
        while ((u & 1) == 0 && (v & 1) == 0 && k < 63) { // while u and v are
            // both even...
            u /= 2;
            v /= 2;
            k++; // cast out twos.
        }
        if (k == 63) {
            throw new ArithmeticException();
        }
        // B2. Initialize: u and v have been divided by 2^k and at least
        // one is odd.
        long t = ((u & 1) == 1) ? v : -(u / 2)/* B3 */;
        // t negative: u was odd, v may be even (t replaces v)
        // t positive: u was even, v is odd (t replaces u)
        do {
            /* assert u<0 && v<0; */
            // B4/B3: cast out twos from t.
            while ((t & 1) == 0) { // while t is even..
                t /= 2; // cast out twos
            }
            // B5 [reset max(u,v)]
            if (t > 0) {
                u = -t;
            } else {
                v = t;
            }
            // B6/B3. at this point both u and v should be odd.
            t = (v - u) / 2;
            // |u| larger: t positive (replace u)
            // |v| larger: t negative (replace v)
        } while (t != 0);
        return -u * (1L << k); // gcd is u*2^k
    }
}",14.0,1,12,32,,Medium (11-20),Long (21+),Medium (11-20) | Long (21+),OLDGCDLONG,"['[-1062165697833497511, -5427832721575557471]', '[823080461720917281, 6660278285165040448]', '[-6828462071187019438, -5376166376168116989]', '[1017907249152, -5476377147784345951]', '[6129453985865812428, 776369902078084424]', '[-1062165697430844327, 129742372077568]', '[-1062165697833497600, 130729312714752]', '[7912675774604574156, 5686340449263283690]', '[354526447253534440, -5427832721575557471]', '[0, 0]', '[120864674676736, 0]', '[18697195230330880, -5476377146882523136]', '[-4016527052871193957, -5104686068496211843]', '[120864674676736, -5476377146882523136]', '[-1062165697833992192, -901840896]', '[6696505382542935408, 222691437262955576]', '[18577348462903296, 129742372077568]', '[3479957951264888192, 6660278285165040448]', '[352187318272, 201326592]', '[855638016, 81604378624]', '[91259465105408, 248489627877376]', '[4827858800541171712, 1657324662872342528]', '[-402653184, 4128768]', '[-402653184, 6488064]']",[],"[0.2630000114440918, 0.309999942779541, 0.3399999141693115, 0.37599992752075195, 0.4289999008178711, 0.44499993324279785, 0.44499993324279785, 0.46000003814697266, 0.559999942779541, 0.5920000076293945, 0.6459999084472656, 0.7300000190734863, 0.7609999179840088, 0.8280000686645508, 1.0299999713897705, 1.3610000610351562, 1.377000093460083, 1.5239999294281006, 2.1410000324249268, 4.209000110626221, 4.255000114440918, 4.286999940872192, 4.740999937057495, 9.388000011444092]",[]
76,"public class GCDLONGADAPTEDFORINT {
/**
     * This is a copy of the GCD method for longs, but adapted for ints.
     *
     * @param p an int.
     * @param q an int.
     * @return the GCD of p and q.
     */
    public static int gcdLongAdaptedForInt(int p, int q) {
        // Perform the gcd algorithm on negative numbers, so that -2^31 does not
        // need to be handled separately
        int a = p > 0 ? -p : p;
        int b = q > 0 ? -q : q;

        int negatedGcd;
        if (a == 0) {
            negatedGcd = b;
        } else if (b == 0) {
            negatedGcd = a;
        } else {
            // Make ""a"" and ""b"" odd, keeping track of common power of 2.
            final int aTwos = Integer.numberOfTrailingZeros(a);
            final int bTwos = Integer.numberOfTrailingZeros(b);
            a >>= aTwos;
            b >>= bTwos;
            final int shift = Math.min(aTwos, bTwos);

            // ""a"" and ""b"" are negative and odd.
            // If a < b then ""gdc(a, b)"" is equal to ""gcd(a - b, b)"".
            // If a > b then ""gcd(a, b)"" is equal to ""gcd(b - a, a)"".
            // Hence, in the successive iterations:
            //  ""a"" becomes the negative absolute difference of the current values,
            //  ""b"" becomes that value of the two that is closer to zero.
            while (true) {
                final int delta = a - b;

                if (delta == 0) {
                    break;
                }

                b = Math.max(a, b);
                a = delta > 0 ? -delta : delta;

                // Remove any power of 2 in ""a"" (""b"" is guaranteed to be odd).
                a >>= Integer.numberOfTrailingZeros(a);
            }

            // Recover the common power of 2.
            negatedGcd = a << shift;
        }
        if (negatedGcd == Integer.MIN_VALUE) {
            throw new ArithmeticException();
        }
        return -negatedGcd;
    }
}",6.0,1,14,24,,Medium (11-20),Long (21+),Medium (11-20) | Long (21+),GCDLONGADAPTEDFORINT,"['[-421555863, 678391614]', '[-465991626, 1421060355]', '[1221905619, 1890183966]', '[-224007829, -121886796]', '[-599186163, 1358046181]', '[0, 0]', '[-421555863, 676585790]', '[37225, 0]', '[-4531057, 27302516]', '[1507823977, 5002413]', '[1135834744, 1812145213]', '[105, 28416]', '[-1612738199, 1537164223]', '[1221905619, 30]', '[211, 1879048192]', '[-83886080, 16]']","['[0, -2147483648]']","[0.4890000820159912, 0.5290000438690186, 0.5399999618530273, 0.559999942779541, 0.6110000610351562, 0.6349999904632568, 0.6489999294281006, 0.7009999752044678, 0.7200000286102295, 0.9849998950958252, 1.0160000324249268, 1.056999921798706, 1.0769999027252197, 2.255000114440918, 2.3559999465942383, 24.63599991798401]",[17.408999919891357]
87,"public class ULPS {
/**
     * Compute the units of least precision (ulps) between the two numbers.
     *
     * @param a first number
     * @param b second number
     * @return the ulps
     */
    public static long ulps(double a, double b) {
        long x = Double.doubleToLongBits(a);
        long y = Double.doubleToLongBits(b);
        if (x != y) {
            if ((x ^ y) < 0L) {
                // Opposite signs. Measure the combined distance to zero.
                if (x < 0) {
                    final long tmp = x;
                    x = y;
                    y = tmp;
                }
                return (x - Double.doubleToLongBits(0.0)) + (y - Double.doubleToLongBits(-0.0)) + 1;
            }
            return Math.abs(x - y);
        }
        return 0;
    }
}",4.0,1,11,11,,Medium (11-20),Medium (11-20),Medium (11-20) | Medium (11-20),ULPS,"['[0.7784169492310526, 0.3867267003546777]', '[0.0, 0.0]']",[],"[0.05500006675720215, 0.46700000762939453]",[]
